;Rank;Paritdo;Puntos;Score;Minutos_Jugados;Rebotes;Tipo;Ano
1373;4;4;22;11.5;38:41:00;8;Playoffs;2012
1374;5;5;43;29.7;43:12:00;6;Playoffs;2012
1375;6;6;31;20.3;37:03:00;2;Playoffs;2012
1376;7;7;17;10.6;45:08:00;1;Playoffs;2012
1377;8;8;20;7.5;31:55:00;3;Playoffs;2012
1378;9;9;20;10.6;42:46:00;3;Playoffs;2012
1379;10;10;36;27.6;38:58:00;7;Playoffs;2012
1380;11;11;38;26.7;39:46:00;8;Playoffs;2012
1381;12;12;42;25.6;40:34:00;5;Playoffs;2012
1382;1;1;22;14.7;34:52:00;1;Regular;2013
1383;2;2;30;15.3;38:29:00;6;Regular;2013
1384;3;3;40;28.4;42:55:00;6;Regular;2013
1385;4;4;15;16.1;31:43:00;7;Regular;2013
1386;5;5;29;19.2;37:17:00;5;Regular;2013
1387;6;6;27;23.2;32:43:00;9;Regular;2013
1388;7;7;20;16.9;33:30:00;6;Regular;2013
1389;8;8;28;25.3;38:05:00;4;Regular;2013
1390;9;9;31;22.2;38:26:00;2;Regular;2013
1391;10;10;22;22.0;35:12:00;11;Regular;2013
1392;11;11;25;18.0;38:36:00;4;Regular;2013
1393;12;12;38;24.4;38:46:00;3;Regular;2013
1394;13;13;30;17.4;37:29:00;3;Regular;2013
1395;14;14;19;11.5;33:16:00;3;Regular;2013
1396;15;15;40;21.7;43:44:00;10;Regular;2013
1397;16;16;14;8.1;37:10:00;2;Regular;2013
1398;17;17;34;23.7;38:43:00;7;Regular;2013
1399;18;18;39;22.7;34:53:00;6;Regular;2013
1400;19;19;29;27.3;33:53:00;6;Regular;2013
1401;20;20;35;25.4;43:30:00;3;Regular;2013
1402;21;21;34;20.3;43:03:00;0;Regular;2013
1403;22;22;42;27.2;40:43:00;5;Regular;2013
1404;23;23;31;20.9;44:02:00;10;Regular;2013
1405;24;24;30;20.0;43:36:00;7;Regular;2013
1406;25;25;34;25.1;40:02:00;4;Regular;2013
1407;26;26;30;23.2;43:17:00;6;Regular;2013
1408;27;27;34;15.0;43:39:00;10;Regular;2013
1409;28;28;34;23.5;43:37:00;5;Regular;2013
1410;29;29;40;31.6;44:01:00;4;Regular;2013
1411;30;30;27;21.7;30:40:00;5;Regular;2013
1412;31;31;36;20.7;42:25:00;6;Regular;2013
1413;32;32;38;31.0;43:39:00;0;Regular;2013
1414;33;33;29;19.2;42:12:00;5;Regular;2013
1415;34;34;20;11.8;41:26:00;5;Regular;2013
1416;35;35;27;15.5;38:43:00;4;Regular;2013
1417;36;36;28;17.4;35:03:00;4;Regular;2013
1418;37;37;23;15.2;27:58:00;2;Regular;2013
1419;38;38;31;26.9;36:40:00;2;Regular;2013
1420;39;39;22;3.4;42:55:00;4;Regular;2013
1421;40;40;26;8.6;42:53:00;4;Regular;2013
1422;41;41;16;3.9;41:58:00;4;Regular;2013
1423;42;42;29;18.5;38:34:00;3;Regular;2013
1424;43;43;14;23.0;34:44:00;9;Regular;2013
1425;44;44;21;26.2;38:47:00;9;Regular;2013
1426;45;45;14;16.5;34:23:00;8;Regular;2013
1427;46;46;17;11.3;38:40:00;5;Regular;2013
1428;47;47;17;13.9;38:30:00;12;Regular;2013
1429;48;48;18;10.2;37:05:00;3;Regular;2013
1430;49;49;21;12.7;37:16:00;8;Regular;2013
1431;50;50;27;18.6;29:41:00;7;Regular;2013
1432;51;51;20;17.3;37:33:00;7;Regular;2013
1433;52;52;28;23.0;37:03:00;6;Regular;2013
1434;53;53;4;0.3;35:46:00;5;Regular;2013
1435;54;54;20;17.3;38:39:00;5;Regular;2013
1436;55;55;16;8.6;32:49:00;4;Regular;2013
1437;56;56;40;32.2;35:51:00;7;Regular;2013
1438;57;57;38;31.5;38:16:00;12;Regular;2013
1439;58;58;29;20.2;38:44:00;6;Regular;2013
1440;59;59;33;25.2;31:33:00;5;Regular;2013
1441;60;60;34;21.1;39:00:00;6;Regular;2013
1442;61;61;30;19.0;39:24:00;3;Regular;2013
1443;62;62;42;36.9;41:57:00;7;Regular;2013
1444;63;63;41;32.8;43:47:00;6;Regular;2013
1445;64;64;19;17.8;39:35:00;7;Regular;2013
1446;65;65;11;9.1;36:27:00;7;Regular;2013
1447;66;66;31;14.5;38:12:00;7;Regular;2013
1448;67;67;0;-2.5;12:00;1;Regular;2013
1449;70;68;21;14.5;37:53:00;4;Regular;2013
1450;71;69;36;24.4;41:54:00;8;Regular;2013
1451;72;70;31;20.2;37:47:00;3;Regular;2013
1452;73;71;30;15.6;36:28:00;2;Regular;2013
1453;74;72;19;20.7;47:37:00;9;Regular;2013
1454;75;73;23;24.8;47:04:00;11;Regular;2013
1455;76;74;24;15.5;42:32:00;5;Regular;2013
1456;77;75;25;17.6;47:20:00;7;Regular;2013
1457;78;76;30;26.9;41:06:00;6;Regular;2013
1458;79;77;47;42.8;48:00:00;8;Regular;2013
1459;80;78;34;19.4;44:54:00;5;Regular;2013
1460;20;1;9;1.1;27:56:00;8;Regular;2014
1461;21;2;20;13.6;29:10:00;2;Regular;2014
1462;22;3;4;4.6;23:09;1;Regular;2014
1463;23;4;21;14.0;32:14:00;7;Regular;2014
1464;24;5;8;1.1;32:10:00;3;Regular;2014
1465;25;6;21;14.0;32:38:00;5;Regular;2014
1466;1;1;19;9.4;29:00:00;3;Regular;2015
1467;2;2;31;20.8;27:53:00;4;Regular;2015
1468;3;3;21;14.8;35:16:00;4;Regular;2015
1469;4;4;28;8.7;35:53:00;6;Regular;2015
1470;5;5;39;20.4;44:15:00;9;Regular;2015
1471;6;6;21;10.6;34:17:00;6;Regular;2015
1472;7;7;28;19.9;37:29:00;7;Regular;2015
1473;8;8;33;21.7;36:12:00;4;Regular;2015
1474;9;9;9;2.2;36:25:00;4;Regular;2015
1475;10;10;44;25.0;31:22:00;5;Regular;2015
1476;11;11;28;19.1;36:57:00;4;Regular;2015
1477;12;12;29;17.0;39:32:00;5;Regular;2015
1478;13;13;17;9.4;31:20:00;5;Regular;2015
1479;14;14;27;14.0;43:50:00;6;Regular;2015
1480;15;15;22;12.5;35:16:00;4;Regular;2015
1481;16;16;26;23.8;34:45:00;5;Regular;2015
1482;17;17;31;27.0;41:36:00;11;Regular;2015
1483;18;18;12;7.7;33:26:00;5;Regular;2015
1484;19;19;29;14.3;34:11:00;4;Regular;2015
1485;20;20;22;11.5;32:42:00;3;Regular;2015
1486;21;21;14;3.7;31:59:00;3;Regular;2015
1487;22;22;32;22.0;35:50:00;3;Regular;2015
1488;23;23;22;15.8;40:03:00;5;Regular;2015
1489;24;24;26;15.4;35:09:00;6;Regular;2015
1490;25;25;21;6.7;30:17:00;4;Regular;2015
1491;26;26;9;4.3;34:35:00;8;Regular;2015
1492;27;27;25;3.8;37:52:00;5;Regular;2015
1493;31;28;10;8.5;32:12:00;8;Regular;2015
1494;32;29;23;21.2;31:40:00;11;Regular;2015
1495;33;30;15;14.2;33:08:00;9;Regular;2015
1496;34;31;20;19.2;32:08:00;6;Regular;2015
1497;36;32;4;-1.7;27:47:00;8;Regular;2015
1498;39;33;12;5.6;30:54:00;6;Regular;2015
1499;40;34;19;22.7;31:49:00;6;Regular;2015
1500;43;35;14;6.0;29:52:00;7;Regular;2015
1501;1;1;24;13.9;28:56:00;4;Regular;2016
1502;2;2;13;6.5;22:12;4;Regular;2016
1503;3;3;15;5.7;31:21:00;5;Regular;2016
1504;4;4;11;8.0;29:10:00;2;Regular;2016
1505;5;5;18;7.2;31:02:00;3;Regular;2016
1506;6;6;18;7.8;32:05:00;2;Regular;2016
1507;9;7;19;8.1;32:25:00;5;Regular;2016
1508;10;8;17;11.6;35:43:00;8;Regular;2016
1509;12;9;10;5.8;37:04:00;4;Regular;2016
1510;13;10;18;10.3;31:23:00;4;Regular;2016
1511;14;11;4;-3.6;24:41:00;6;Regular;2016
1512;15;12;21;10.0;34:08:00;2;Regular;2016
1513;16;13;13;3.5;33:29:00;4;Regular;2016
1514;17;14;20;3.9;31:42:00;5;Regular;2016
1515;18;15;31;19.1;35:34:00;2;Regular;2016
1516;19;16;14;6.9;35:20:00;3;Regular;2016
1517;20;17;5;-5.9;25:35:00;3;Regular;2016
1518;21;18;21;14.6;31:49:00;8;Regular;2016
1519;22;19;11;3.1;24:30:00;1;Regular;2016
1520;23;20;12;7.8;28:59:00;6;Regular;2016
1521;24;21;25;27.5;31:09:00;7;Regular;2016
1522;25;22;22;16.6;27:26:00;3;Regular;2016
1523;26;23;22;15.2;32:02:00;8;Regular;2016
1524;28;24;31;23.5;32:11:00;3;Regular;2016
1525;29;25;19;7.0;27:56:00;1;Regular;2016
1526;30;26;12;7.4;26:04:00;3;Regular;2016
1527;31;27;19;9.4;24:00:00;2;Regular;2016
1528;32;28;20;6.8;32:04:00;4;Regular;2016
1529;33;29;15;4.2;33:09:00;11;Regular;2016
1530;37;30;28;17.9;30:56:00;2;Regular;2016
1531;38;31;19;12.2;28:28:00;4;Regular;2016
1532;40;32;7;2.3;15:44;3;Regular;2016
1533;41;33;8;3.7;27:28:00;6;Regular;2016
1534;42;34;5;2.3;14:40;1;Regular;2016
1535;43;35;5;6.2;24:00:00;2;Regular;2016
1536;44;36;15;9.0;31:12:00;4;Regular;2016
1537;45;37;5;1.6;26:34:00;2;Regular;2016
1538;46;38;10;1.6;24:33:00;2;Regular;2016
1539;48;39;10;5.0;25:05:00;4;Regular;2016
1540;50;40;23;20.1;22:58;8;Regular;2016
1541;51;41;38;31.5;33:01:00;5;Regular;2016
1542;52;42;27;21.0;32:07:00;12;Regular;2016
1543;53;43;25;9.9;32:53:00;2;Regular;2016
1544;54;44;19;5.4;33:23:00;5;Regular;2016
1545;55;45;17;8.9;33:05:00;6;Regular;2016
1546;56;46;25;12.8;29:17:00;4;Regular;2016
1547;57;47;22;12.7;27:27:00;4;Regular;2016
1548;58;48;15;8.1;24:27:00;5;Regular;2016
1549;59;49;13;5.7;28:57:00;1;Regular;2016
1550;62;50;5;4.9;10:50;2;Regular;2016
1551;64;51;12;2.7;24:21:00;2;Regular;2016
1552;66;52;26;23.4;32:12:00;5;Regular;2016
1553;67;53;14;4.9;26:50:00;2;Regular;2016
1554;70;54;20;7.6;30:20:00;2;Regular;2016
1555;71;55;17;11.5;27:54:00;3;Regular;2016
1556;72;56;28;15.6;28:42:00;4;Regular;2016
1557;73;57;17;9.6;22:31;1;Regular;2016
1558;74;58;5;0.1;27:44:00;0;Regular;2016
1559;75;59;2;-2.5;8:44;2;Regular;2016
1560;76;60;34;21.7;33:01:00;4;Regular;2016
1561;77;61;6;-1.0;22:15;2;Regular;2016
1562;78;62;17;7.3;27:46:00;3;Regular;2016
1563;79;63;14;7.8;22:13;3;Regular;2016
1564;80;64;35;22.5;27:26:00;2;Regular;2016
1565;81;65;13;4.7;18:57;1;Regular;2016
1566;82;66;60;36.3;42:09:00;4;Regular;2016
